seller_id,seller_state,state_name,n_orders,n_items,revenue,avg_review_score,n_delivered,pct_late,region,avg_revenue_per_order,revenue_decile,revenue_rank
f5a590cf36251cf1162ea35bef76fe84,SP,São Paulo,114,119,51717.78,4.285714285714286,113.0,10.16949152542373,Southeast,453.66473684210524,1,35
966cb4760537b1404caedd472cc610a5,SP,São Paulo,75,75,51286.05,3.864864864864865,67.0,2.9850746268656714,Southeast,683.8140000000001,1,36
e882b2a25a10b9c057cc49695f222c19,RJ,Rio de Janeiro,57,58,51057.54,4.586206896551724,57.0,0.0,Southeast,895.7463157894737,1,37
b2ba3715d723d245138f291a6fe42594,SP,São Paulo,333,359,50968.28,4.134831460674158,324.0,8.571428571428571,Southeast,153.0578978978979,1,38
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,Rio de Janeiro,30,31,50628.9,4.193548387096774,30.0,9.67741935483871,Southeast,1687.63,1,39
f8db351d8c4c4c22c6835c19a46f01b0,SP,São Paulo,666,723,50498.7,4.219749652294854,659.0,5.88235294117647,Southeast,75.82387387387386,1,40
17f51e7198701186712e53a39c564617,SP,São Paulo,56,61,48019.0,4.344262295081967,56.0,8.19672131147541,Southeast,857.4821428571429,1,41
8160255418d5aaa7dbdc9f4c64ebda44,SP,São Paulo,385,431,47017.69,3.8309859154929575,380.0,17.92452830188679,Southeast,122.12387012987014,1,42
77530e9772f57a62c906e1c21538ab82,PR,Paraná,319,388,46470.5,4.0490956072351425,312.0,11.548556430446194,South,145.6755485893417,1,43
4e922959ae960d389249c378d1c939f5,SP,São Paulo,420,454,46030.37,3.89532293986637,412.0,10.762331838565023,Southeast,109.59611904761906,1,44
c826c40d7b19f62a09e2d7c5e7295ee2,SP,São Paulo,354,373,45643.74,4.0431266846361185,346.0,9.04109589041096,Southeast,128.9371186440678,1,45
850f4f8af5ea87287ac68de36e29107f,SP,São Paulo,187,192,45355.36,4.287234042553192,186.0,6.282722513089005,Southeast,242.5420320855615,1,46
b33e7c55446eabf8fe1a42d037ac7d6d,SP,São Paulo,152,155,44985.17,4.15483870967742,149.0,13.157894736842104,Southeast,295.9550657894737,1,47
ba90964cff9b9e0e6f32b23b82465f7b,SP,São Paulo,38,38,44212.5,4.421052631578948,38.0,5.263157894736842,Southeast,1163.4868421052631,1,48
eeb6de78f79159600292e314a77cbd18,SC,Santa Catarina,83,84,43739.84,4.428571428571429,82.0,3.614457831325301,South,526.9860240963854,1,49
4d6d651bd7684af3fffabd5f08d12e5a,SP,São Paulo,368,394,43517.5,4.180661577608142,363.0,4.627249357326478,Southeast,118.25407608695652,1,50
e9779976487b77c6d4ac45f75ec7afe9,SP,São Paulo,656,749,43127.95,4.170469798657718,645.0,7.452574525745257,Southeast,65.74382621951219,1,51
c3cfdc648177fdbbbb35635a37472c53,PR,Paraná,278,307,43048.18,4.447712418300654,278.0,2.2801302931596092,South,154.84956834532375,1,52
b839e41795b7f3ad94cc2014a52f6796,SP,São Paulo,33,36,42829.0,4.027777777777778,33.0,2.7777777777777777,Southeast,1297.8484848484848,1,53
2eb70248d66e0e3ef83659f71b244378,SP,São Paulo,202,212,42628.61,2.7163461538461537,187.0,14.213197969543149,Southeast,211.03272277227722,1,54
d91fb3b7d041e83b64a00a3edfb37e4f,SP,São Paulo,535,536,40889.74,4.090225563909774,524.0,6.2857142857142865,Southeast,76.42942056074766,1,55
17a053fcb14bd219540cbde0df490be0,SP,São Paulo,125,149,40703.14,4.204081632653061,124.0,8.108108108108109,Southeast,325.62512,1,56
391fc6631aebcf3004804e51b40bcf1e,SP,São Paulo,526,613,39951.95,3.9588815789473686,521.0,9.586776859504132,Southeast,75.95427756653991,1,57
834f3294fba9f932f56edc879193f925,SP,São Paulo,66,66,39907.5,4.545454545454546,66.0,6.0606060606060606,Southeast,604.6590909090909,1,58
712e6ed8aa4aa1fa65dab41fed5737e4,SC,Santa Catarina,79,87,39815.0,3.453488372093023,77.0,21.176470588235293,South,503.9873417721519,1,59
634964b17796e64304cadf1ad3050fb7,RJ,Rio de Janeiro,267,325,39357.1,3.8641975308641974,265.0,9.597523219814242,Southeast,147.40486891385768,1,60
7142540dd4c91e2237acb7e911c4eba2,SP,São Paulo,319,331,37373.56,4.036474164133739,316.0,7.926829268292683,Southeast,117.15849529780563,1,61
ea8482cd71df3c1969d7b9473ff13abc,SP,São Paulo,1145,1202,37147.53,3.9548117154811715,1132.0,10.353535353535353,Southeast,32.4432576419214,1,62
7178f9f4dd81dcef02f62acdf8151e01,SC,Santa Catarina,203,216,37070.4,4.032558139534884,202.0,4.651162790697675,South,182.6128078817734,1,63
c70c1b0d8ca86052f45a432a38b73958,SP,São Paulo,261,338,36537.369999999995,4.3014925373134325,260.0,8.035714285714286,Southeast,139.98992337164748,1,64
c3867b4666c7d76867627c2f7fb22e21,SP,São Paulo,240,254,36485.5,3.884920634920635,228.0,11.20331950207469,Southeast,152.02291666666667,1,65
59417c56835dd8e2e72f91f809cd4092,SP,São Paulo,18,18,36459.0,4.277777777777778,18.0,0.0,Southeast,2025.5,1,66
06a2c3af7b3aee5d69171b0e14f0ee87,MA,Maranhão,392,405,36408.95,4.0,389.0,23.6318407960199,Northeast,92.87997448979591,1,67
e9bc59e7b60fc3063eb2290deda4cced,PR,Paraná,215,268,34262.06,3.955223880597015,209.0,12.692307692307692,South,159.35841860465115,1,68
7299e27ed73d2ad986de7f7c77d919fa,MG,Minas Gerais,337,360,34225.43,4.430555555555555,335.0,4.748603351955307,Southeast,101.55913946587538,1,69
9c0e69c7bf2619675bbadf47b43f655a,SP,São Paulo,156,205,33631.78,4.059113300492611,151.0,9.5,Southeast,215.58833333333334,1,70
dbc22125167c298ef99da25668e1011f,MG,Minas Gerais,402,425,33558.18,4.247641509433962,394.0,2.3980815347721824,Southeast,83.47805970149254,1,71
76d5af76d0271110f9af36c92573f765,SP,São Paulo,131,159,33461.6,4.082278481012659,128.0,8.38709677419355,Southeast,255.43206106870227,1,72
1835b56ce799e6a4dc4eddc053f04066,SP,São Paulo,423,558,33344.21,3.5942028985507246,417.0,10.526315789473683,Southeast,78.8279196217494,1,73
5c243662ce92d84573bfaff24c3e3700,SP,São Paulo,98,100,32862.02,4.1313131313131315,98.0,3.0,Southeast,335.32673469387754,1,74
2528513dd95219a6013d4d05176e391a,SP,São Paulo,160,166,32660.2,3.96319018404908,160.0,5.421686746987952,Southeast,204.12625,1,75
70eea00b476a314817cefde4aad4f89a,SP,São Paulo,108,114,31994.649999999998,4.348214285714286,106.0,7.142857142857142,Southeast,296.24675925925925,1,76
7681ef142fd2c19048da7430856b5588,SP,São Paulo,59,77,31941.81,4.12,58.0,11.842105263157894,Southeast,541.3866101694915,1,77
855668e0971d4dfd7bef1b6a4133b41b,SP,São Paulo,310,321,31918.21,3.768987341772152,300.0,13.826366559485532,Southeast,102.96196774193548,1,78
e59aa562b9f8076dd550fcddf0e73491,PR,Paraná,70,84,31574.3,4.25,69.0,8.536585365853659,South,451.06142857142856,1,79
0241d4d5d36f10f80c644447315af0bd,PR,Paraná,238,246,31397.7,4.310204081632653,238.0,5.691056910569105,South,131.9231092436975,1,80
88460e8ebdecbfecb5f9601833981930,PR,Paraná,247,301,31396.65,3.3566666666666665,246.0,19.666666666666664,South,127.11194331983806,1,81
87142160b41353c4e5fca2360caf6f92,RS,Rio Grande do Sul,305,339,31095.98,4.3609467455621305,305.0,5.604719764011799,South,101.95403278688525,1,82
70a12e78e608ac31179aea7f8422044b,SP,São Paulo,315,328,30858.53,3.7699386503067487,312.0,10.8359133126935,Southeast,97.9635873015873,1,83
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,São Paulo,471,520,29969.01,4.052123552123552,463.0,5.2734375,Southeast,63.62847133757961,1,84
d23019c84ffae2d5ef2270367b8605fc,PR,Paraná,39,39,29205.1,4.410256410256411,39.0,2.564102564102564,South,748.8487179487179,1,85
900ba814c251a692506d7834c1218441,SP,São Paulo,88,88,29099.690000000002,4.188235294117647,86.0,13.953488372093023,Southeast,330.6782954545455,1,86
1554a68530182680ad5c8b042c3ab563,MG,Minas Gerais,247,269,29052.53,4.239700374531835,246.0,7.116104868913857,Southeast,117.62157894736842,1,87
0b90b6df587eb83608a64ea8b390cf07,PR,Paraná,164,210,28592.32,4.0047846889952154,163.0,3.349282296650718,South,174.34341463414634,1,88
59b22a78efb79a4797979612b885db36,MG,Minas Gerais,125,133,27184.5,3.9696969696969697,125.0,12.781954887218044,Southeast,217.476,1,89
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,São Paulo,157,172,27049.53,4.147058823529412,155.0,13.609467455621301,Southeast,172.29,1,90
d1c281d3ae149232351cd8c8cc885f0d,SP,São Paulo,215,240,26942.6,3.7899159663865545,214.0,8.786610878661087,Southeast,125.31441860465115,1,91
b32be1695eb7ec5f10f72d9610a12527,RS,Rio Grande do Sul,45,46,26874.0,4.088888888888889,44.0,4.444444444444445,South,597.2,1,92
12b9676b00f60f3b700e83af21824c0e,RS,Rio Grande do Sul,134,134,26575.0,4.556390977443609,133.0,1.5037593984962405,South,198.32089552238807,1,93
a3a38f4affed601eb87a97788c949667,SC,Santa Catarina,254,263,26533.32,4.388461538461539,251.0,4.615384615384616,South,104.46188976377952,1,94
9f505651f4a6abe901a56cdc21508025,SP,São Paulo,397,430,26361.82,4.28169014084507,393.0,4.694835680751173,Southeast,66.40256926952141,1,95
de23c3b98a88888289c6f5cc1209054a,SP,São Paulo,163,180,26220.670000000002,4.3,161.0,8.98876404494382,Southeast,160.86300613496934,1,96
16090f2ca825584b5a147ab24aa30c86,SP,São Paulo,402,410,25716.44,4.044226044226044,398.0,10.83743842364532,Southeast,63.97124378109452,1,97
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,Rio de Janeiro,39,39,25346.1,4.297297297297297,39.0,7.6923076923076925,Southeast,649.9,1,98
c003204e1ab016dfa150abc119207b24,SP,São Paulo,197,202,25108.09,4.422885572139304,195.0,6.5,Southeast,127.45223350253808,1,99
001cca7ae9ae17fb1caed9dfb1094831,ES,Espírito Santo,200,239,25080.03,3.902542372881356,195.0,5.555555555555555,Southeast,125.40015,1,100
1900267e848ceeba8fa32d80c1a5f5a8,SP,São Paulo,411,529,24982.53,3.8502879078694816,406.0,9.94263862332696,Southeast,60.784744525547445,1,101
a416b6a846a11724393025641d4edd5e,SP,São Paulo,157,176,24930.24,4.215909090909091,157.0,12.5,Southeast,158.79133757961785,1,102
1c68394e931a64f90ea236c5ea590300,PR,Paraná,142,171,24832.75,3.9298245614035086,142.0,3.508771929824561,South,174.87852112676057,1,103
f62d7bb4a613ec758a03342d46b580b2,MG,Minas Gerais,32,32,24665.0,4.375,32.0,12.5,Southeast,770.78125,1,104
dc4a0fc896dc34b0d5bfec8438291c80,SP,São Paulo,231,249,24180.77,3.7791164658634537,225.0,6.6115702479338845,Southeast,104.678658008658,1,105
b37c4c02bda3161a7546a4e6d222d5b2,SP,São Paulo,4,15,24075.0,1.4,4.0,6.666666666666667,Southeast,6018.75,1,106
710e3548e02bc1d2831dfc4f1b5b14d4,PR,Paraná,136,142,23979.11,3.397163120567376,131.0,4.37956204379562,South,176.31698529411764,1,107
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,São Paulo,52,54,23629.15,4.388888888888889,52.0,0.0,Southeast,454.4067307692308,1,108
1a3df491d1c4f1589fc2b934ada68bf2,SC,Santa Catarina,167,178,23302.7,4.168539325842697,160.0,5.263157894736842,South,139.537125748503,1,109
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,Pernambuco,12,12,23168.0,2.3636363636363638,12.0,8.333333333333332,Northeast,1930.6666666666667,1,110
612170e34b97004b3ba37eae81836b4c,RS,Rio Grande do Sul,107,110,23065.02,4.427272727272728,107.0,1.8181818181818181,South,215.56093457943925,1,111
897060da8b9a21f655304d50fd935913,SP,São Paulo,316,428,22723.92,3.4056603773584904,304.0,12.106537530266344,Southeast,71.91113924050633,1,112
7b0df942f46435babab05d49b744b2c4,SP,São Paulo,32,32,22600.63,4.387096774193548,32.0,9.375,Southeast,706.2696875,1,113
7ad32824caee82087b3e2e5f33b1bf32,SP,São Paulo,151,184,22505.1,3.7679558011049723,147.0,12.777777777777777,Southeast,149.04039735099337,1,114
744dac408745240a2c2528fb1b6028f3,PR,Paraná,79,84,22490.6,4.5476190476190474,78.0,1.2048192771084338,South,284.6911392405063,1,115
b1b3948701c5c72445495bd161b83a4c,SP,São Paulo,16,16,22249.3,1.8125,14.0,64.28571428571429,Southeast,1390.58125,1,116
06e5eefc71ec47ae763c5c6f8db7064f,RS,Rio Grande do Sul,92,95,22188.56,3.903225806451613,90.0,2.1505376344086025,South,241.18,1,117
f45122a9ab94eb4f3f8953578bc0c560,SP,São Paulo,187,200,22078.29,3.91,184.0,7.1065989847715745,Southeast,118.0657219251337,1,118
05ff92fedb5be47920fea08e501238b9,RS,Rio Grande do Sul,59,62,21992.78,4.209677419354839,57.0,5.0,South,372.75898305084746,1,119
8444e55c1f13cd5c179851e5ca5ebd00,MG,Minas Gerais,95,105,21967.96,3.123809523809524,92.0,10.784313725490197,Southeast,231.2416842105263,1,120
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,SP,São Paulo,20,20,21940.8,3.65,20.0,25.0,Southeast,1097.04,1,121
8f2ce03f928b567e3d56181ae20ae952,SP,São Paulo,153,175,21712.9,4.063218390804598,151.0,14.534883720930234,Southeast,141.91437908496732,1,122
59fb871bf6f4522a87ba567b42dafecf,SP,São Paulo,126,128,21708.57,4.21259842519685,123.0,6.4,Southeast,172.2902380952381,1,123
d2374cbcbb3ca4ab1086534108cc3ab7,SP,São Paulo,523,630,21196.02,3.6832797427652735,514.0,5.32258064516129,Southeast,40.52776290630975,1,124
729f06993dac8e860d4f02d7088ca48a,SP,São Paulo,96,115,20485.079999999998,4.2894736842105265,94.0,9.734513274336283,Southeast,213.38625,1,125
00ee68308b45bc5e2660cd833c3f81cc,SP,São Paulo,135,172,20260.0,4.3274853801169595,135.0,8.13953488372093,Southeast,150.07407407407408,1,126
48162d548f5b1b11b9d29d1e01f75a61,SP,São Paulo,67,90,20223.04,3.7888888888888888,66.0,2.247191011235955,Southeast,301.8364179104478,1,127
bfd27a966d91cfaafdb25d076585f0da,SP,São Paulo,117,118,19921.0,4.2844827586206895,114.0,5.217391304347826,Southeast,170.26495726495727,1,128
004c9cd9d87a3c30c522c48c4fc07416,SP,São Paulo,158,170,19712.71,4.1437125748503,156.0,7.738095238095238,Southeast,124.76398734177215,1,129
d650b663c3b5f6fb392b6326366efa9a,SP,São Paulo,60,60,19242.9,4.2,57.0,7.017543859649122,Southeast,320.71500000000003,1,130
821fb029fc6e495ca4f08a35d51e53a5,SP,São Paulo,27,28,19057.52,3.3703703703703702,24.0,36.0,Southeast,705.8340740740741,1,131
2a5b78b41cd05baeac8df54c6606b92c,MG,Minas Gerais,49,60,19025.36,4.083333333333333,46.0,1.7857142857142856,Southeast,388.2726530612245,1,132
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,Rio Grande do Sul,55,58,18988.4,4.120689655172414,55.0,5.172413793103448,South,345.24363636363637,1,133
96493fab2fbb13a14d0c0e8772eef5c3,SP,São Paulo,63,64,18969.0,4.031746031746032,63.0,6.25,Southeast,301.0952380952381,1,134
f457c46070d02cadd8a68551231220dd,PR,Paraná,196,231,18884.3,3.791304347826087,195.0,6.521739130434782,South,96.3484693877551,1,135
44073f8b7e41514de3b7815dd0237f4f,DF,Distrito Federal,144,153,18729.64,3.7565789473684212,142.0,4.635761589403973,Central-West,130.06694444444443,1,136
0dd184061fb0eaa7ca37932c68ab91c5,SP,São Paulo,161,193,18446.92,3.953125,161.0,9.844559585492227,Southeast,114.57714285714285,1,137
cd68562d3f44870c08922d380acae552,SP,São Paulo,124,131,18370.7,3.8615384615384616,122.0,20.155038759689923,Southeast,148.1508064516129,1,138
527801b552d0077ffd170872eb49683b,SP,São Paulo,90,92,17942.8,4.483516483516484,90.0,9.782608695652174,Southeast,199.36444444444444,1,139
a888faf2d1baececa6baf9c3d603ee1f,PR,Paraná,54,55,17765.8,4.054545454545455,53.0,14.814814814814813,South,328.9962962962963,1,140
9de4643a8dbde634fe55621059d92273,SC,Santa Catarina,72,81,17560.34,4.530864197530864,72.0,6.172839506172839,South,243.8936111111111,1,141
8b321bb669392f5163d04c59e235e066,SP,São Paulo,943,1018,17535.69,3.995069033530572,930.0,10.248756218905472,Southeast,18.595641569459172,1,142
c72de06d72748d1a0dfb2125be43ba63,BA,Bahia,21,22,17522.0,4.454545454545454,21.0,0.0,Northeast,834.3809523809524,1,143
165fc07beebdcb6190fba8a06db2a449,PR,Paraná,50,64,17481.4,3.6875,50.0,12.5,South,349.62800000000004,1,144
0c8380b62e38e8a1e6adbeba7eb9688c,MG,Minas Gerais,182,220,17348.79,4.032110091743119,180.0,5.045871559633028,Southeast,95.32302197802198,1,145
1e8b33f18b4f7598d87f5cbee2282cc2,SP,São Paulo,123,140,17309.06,4.282608695652174,122.0,4.316546762589928,Southeast,140.72406504065043,1,146
94144541854e298c2d976cb893b81343,RS,Rio Grande do Sul,68,76,17286.28,4.333333333333333,68.0,3.9473684210526314,South,254.20999999999998,1,147
54a1852d1b8f10312c55e906355666ee,SP,São Paulo,200,204,17226.44,4.3399014778325125,198.0,9.900990099009901,Southeast,86.1322,1,148
abe42c5d03695b4257b5c6cbf4e6784e,RJ,Rio de Janeiro,50,50,17159.0,3.9183673469387754,49.0,16.3265306122449,Southeast,343.18,1,149
76d64c4aca3a7baf218bf93ef7fa768d,PR,Paraná,64,69,16911.8,4.130434782608695,64.0,2.898550724637681,South,264.246875,1,150
41b39e28db005d9731d9d485a83b4c38,SP,São Paulo,193,229,16872.75,4.170305676855895,187.0,5.829596412556054,Southeast,87.42357512953367,1,151
c3acdfac4e3e97ff87529454fbc03642,SP,São Paulo,12,12,16788.0,4.25,12.0,8.333333333333332,Southeast,1399.0,1,152
86ccac0b835037332a596a33b6949ee1,SC,Santa Catarina,179,209,16593.24,4.019230769230769,178.0,2.8846153846153846,South,92.69966480446928,1,153
8ae520247981aa06bc94abddf5f46d34,SC,Santa Catarina,65,65,16320.99,4.446153846153846,65.0,1.5384615384615385,South,251.09215384615385,1,154
7aa4334be125fcdd2ba64b3180029f14,SP,São Paulo,217,240,16234.81,4.054621848739496,214.0,13.502109704641349,Southeast,74.8147926267281,1,155
ef0ace09169ac090589d85746e3e036f,RJ,Rio de Janeiro,129,140,16223.300000000001,4.3428571428571425,128.0,7.913669064748201,Southeast,125.76201550387597,1,156
4a3ccda38b2129705f3fb522db62ca31,SP,São Paulo,65,74,16206.99,3.77027027027027,64.0,9.58904109589041,Southeast,249.3383076923077,1,157
1f1bb1f0859883505541bdd6606193e5,SP,São Paulo,27,29,16040.84,4.310344827586207,27.0,10.344827586206897,Southeast,594.1051851851852,1,158
fa40cc5b934574b62717c68f3d678b6d,SP,São Paulo,306,339,16005.97,4.448071216617211,304.0,5.934718100890208,Southeast,52.30709150326797,1,159
4b9750c8ad28220fe6702d4ecb7c898f,SP,São Paulo,218,222,15915.3,4.351351351351352,217.0,7.6923076923076925,Southeast,73.00596330275229,1,160
229c3efbfb0ea2058de4ccdfbc3d784a,MG,Minas Gerais,121,148,15744.0,3.643835616438356,118.0,2.0689655172413794,Southeast,130.11570247933884,1,161
f9244d45189d3a3605499abddeade7d5,SP,São Paulo,21,21,15731.43,4.285714285714286,20.0,0.0,Southeast,749.1157142857143,1,162
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,São Paulo,107,135,15702.5,4.014814814814815,106.0,5.223880597014925,Southeast,146.75233644859813,1,163
d921b68bf747894be13a97ae52b0f386,MG,Minas Gerais,77,77,15645.8,4.558441558441558,77.0,1.2987012987012987,Southeast,203.1922077922078,1,164
6061155addc1e54b4cfb51c1c2a32ad8,SP,São Paulo,28,33,15633.4,4.696969696969697,28.0,3.0303030303030303,Southeast,558.3357142857143,1,165
2a84855fd20af891be03bc5924d2b453,MG,Minas Gerais,161,165,15524.4,4.280487804878049,155.0,3.1446540880503147,Southeast,96.42484472049689,1,166
c33847515fa6305ce6feb1e818569f13,SC,Santa Catarina,114,128,15519.85,3.71875,114.0,4.6875,South,136.1390350877193,1,167
85d9eb9ddc5d00ca9336a2219c97bb13,MG,Minas Gerais,508,521,15383.34,4.173745173745174,499.0,3.515625,Southeast,30.282165354330708,1,168
213b25e6f54661939f11710a6fddb871,SP,São Paulo,155,194,15379.5,3.7853403141361257,152.0,11.052631578947368,Southeast,99.22258064516129,1,169
e5a38146df062edaf55c38afa99e42dc,SP,São Paulo,121,125,15360.07,3.943548387096774,120.0,8.870967741935484,Southeast,126.94272727272727,1,170
c847e075301870dd144a116762eaff9a,MG,Minas Gerais,41,42,15248.800000000001,4.195121951219512,41.0,9.523809523809524,Southeast,371.9219512195122,1,171
79ebd9a61bac3eaf882805ed4ecfa12a,PR,Paraná,136,143,15092.79,4.006993006993007,133.0,5.714285714285714,South,110.97639705882354,1,172
e2a1ac9bf33e5549a2a4f834e70df2f8,SP,São Paulo,5,5,14999.449999999999,4.8,5.0,0.0,Southeast,2999.89,1,173
75d34ebb1bd0bd7dde40dd507b8169c3,BA,Bahia,61,71,14928.29,3.859154929577465,57.0,14.925373134328357,Northeast,244.7260655737705,1,174
01fdefa7697d26ad920e9e0346d4bd1b,PR,Paraná,129,131,14921.43,4.346153846153846,128.0,6.153846153846154,South,115.67,1,175
1b4c3a6f53068f0b6944d2d005c9fc89,SC,Santa Catarina,113,117,14760.300000000001,4.103448275862069,111.0,6.086956521739131,South,130.6221238938053,1,176
a5cba26a62b8b4d0145b68b841e62e7f,PR,Paraná,54,55,14737.84,4.527272727272727,53.0,1.8518518518518516,South,272.92296296296297,1,177
4c2b230173bb36f9b240f2b8ac11786e,SP,São Paulo,261,346,14592.27,3.757309941520468,258.0,9.037900874635568,Southeast,55.90908045977012,1,178
080199a181c46c657dc5aa235411be3b,SP,São Paulo,79,83,14504.2,4.609756097560975,79.0,2.4096385542168677,Southeast,183.5974683544304,1,179
8e6d7754bc7e0f22c96d255ebda59eba,SP,São Paulo,85,130,14497.27,2.976923076923077,84.0,12.4031007751938,Southeast,170.55611764705884,1,180
